interactor1	interactor2	interactor1_canon	interactor2_canon	query_term1	query_term2	organism	int_type
PA0178	PA0410	Q9I6V4	P43502	Q9I6V4_PSEAE	PILI_PSEAE	bacteria	interacts
PA0178	PA2561	Q9I6V4	G3XDA3	Q9I6V4_PSEAE	CTPH_PSEAE	bacteria	interacts
PA0178	PA0414	Q9I6V4	G3XD63	Q9I6V4_PSEAE	G3XD63_PSEAE	bacteria	interacts
PA0178	PA0928	Q9I6V4	G3XD98	Q9I6V4_PSEAE	G3XD98_PSEAE	bacteria	interacts
PA0178	PA3707	Q9I6V4	Q9HXT4	Q9I6V4_PSEAE	Q9HXT4_PSEAE	bacteria	interacts
PA0178	PA1459	Q9I6V4	O87125	Q9I6V4_PSEAE	CHEB1_PSEAE	bacteria	interacts
PA0178	PA3348	Q9I6V4	O87131	Q9I6V4_PSEAE	CHER1_PSEAE	bacteria	interacts
PA0178	PA4290	Q9I6V4	Q9HWB0	Q9I6V4_PSEAE	Q9HWB0_PSEAE	bacteria	interacts
PA0178	PA1078	Q9I6V4	Q9I4Q1	Q9I6V4_PSEAE	Q9I4Q1_PSEAE	bacteria	interacts
PA0178	PA1457	Q9I6V4	Q51434	Q9I6V4_PSEAE	CHEZ_PSEAE	bacteria	interacts
PA0178	PA4953	Q9I6V4	Q9HUL2	Q9I6V4_PSEAE	Q9HUL2_PSEAE	bacteria	interacts
PA0178	PA0179	Q9I6V4	Q9I6V3	Q9I6V4_PSEAE	Q9I6V3_PSEAE	bacteria	interacts
PA0178	PA1608	Q9I6V4	Q9I3B3	Q9I6V4_PSEAE	Q9I3B3_PSEAE	bacteria	interacts
PA0178	PA3708	Q9I6V4	Q9HXT3	Q9I6V4_PSEAE	Q9HXT3_PSEAE	bacteria	interacts
PA0178	PA2573	Q9I6V4	Q9I0R3	Q9I6V4_PSEAE	Q9I0R3_PSEAE	bacteria	interacts
PA0178	PA4844	Q9I6V4	Q9HUW6	Q9I6V4_PSEAE	CTPL_PSEAE	bacteria	interacts
PA0178	PA1646	Q9I6V4	Q9I379	Q9I6V4_PSEAE	Q9I379_PSEAE	bacteria	interacts
PA3326	PA4385	Q9HYR9	P30718	CLPP2_PSEAE	CH60_PSEAE	bacteria	interacts
PA3326	PA3724	Q9HYR9	P14756	CLPP2_PSEAE	ELAS_PSEAE	bacteria	interacts
PA3326	PA3476	Q9HYR9	P54291	CLPP2_PSEAE	RHLI_PSEAE	bacteria	interacts
PA3326	PA3365	Q9HYR9	Q51416	CLPP2_PSEAE	AMIB_PSEAE	bacteria	interacts
PA0299	PA0300	Q9I6J2	Q9I6J1	SPUC_PSEAE	SPUD_PSEAE	bacteria	interacts
PA2236	PA2238	Q9I1N3	Q9I1N1	Q9I1N3_PSEAE	Q9I1N1_PSEAE	bacteria	interacts
PA2236	PA2239	Q9I1N3	Q9I1N0	Q9I1N3_PSEAE	Q9I1N0_PSEAE	bacteria	interacts
PA2236	PA2242	Q9I1N3	Q9I1M7	Q9I1N3_PSEAE	Q9I1M7_PSEAE	bacteria	interacts
PA2236	PA2241	Q9I1N3	Q9I1M8	Q9I1N3_PSEAE	Q9I1M8_PSEAE	bacteria	interacts
PA2236	PA2240	Q9I1N3	Q9I1M9	Q9I1N3_PSEAE	Q9I1M9_PSEAE	bacteria	interacts
PA2236	PA2237	Q9I1N3	Q9I1N2	Q9I1N3_PSEAE	Q9I1N2_PSEAE	bacteria	interacts
PA0179	PA2573	Q9I6V3	Q9I0R3	Q9I6V3_PSEAE	Q9I0R3_PSEAE	bacteria	interacts
PA0179	PA1646	Q9I6V3	Q9I379	Q9I6V3_PSEAE	Q9I379_PSEAE	bacteria	interacts
PA0179	PA1976	Q9I6V3	Q9I2C9	Q9I6V3_PSEAE	Q9I2C9_PSEAE	bacteria	interacts
PA0179	PA1608	Q9I6V3	Q9I3B3	Q9I6V3_PSEAE	Q9I3B3_PSEAE	bacteria	interacts
PA0179	PA1457	Q9I6V3	Q51434	Q9I6V3_PSEAE	CHEZ_PSEAE	bacteria	interacts
PA0179	PA3349	Q9I6V3	Q9HYP7	Q9I6V3_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA0179	PA1456	Q9I6V3	Q51455	Q9I6V3_PSEAE	CHEY_PSEAE	bacteria	interacts
PA0179	PA1458	Q9I6V3	G3XCT6	Q9I6V3_PSEAE	G3XCT6_PSEAE	bacteria	interacts
PA0179	PA0928	Q9I6V3	G3XD98	Q9I6V3_PSEAE	G3XD98_PSEAE	bacteria	interacts
PA0179	PA3946	Q9I6V3	Q9HX70	Q9I6V3_PSEAE	Q9HX70_PSEAE	bacteria	interacts
PA0179	PA4290	Q9I6V3	Q9HWB0	Q9I6V3_PSEAE	Q9HWB0_PSEAE	bacteria	interacts
PA0179	PA4309	Q9I6V3	G3XD24	Q9I6V3_PSEAE	PCTA_PSEAE	bacteria	interacts
PA0179	PA4982	Q9I6V3	Q9HUI3	Q9I6V3_PSEAE	ARUS_PSEAE	bacteria	interacts
PA0179	PA4310	Q9I6V3	Q9HW91	Q9I6V3_PSEAE	PCTB_PSEAE	bacteria	interacts
PA0179	PA2561	Q9I6V3	G3XDA3	Q9I6V3_PSEAE	CTPH_PSEAE	bacteria	interacts
PA0179	PA1243	Q9I6V3	Q9I495	Q9I6V3_PSEAE		bacteria	interacts
PA0179	PA1464	Q9I6V3	G3XD72	Q9I6V3_PSEAE	G3XD72_PSEAE	bacteria	interacts
PA0179	PA3271	Q9I6V3	Q9HYX0	Q9I6V3_PSEAE	Q9HYX0_PSEAE	bacteria	interacts
PA0179	PA1423	Q9I6V3	Q9I3S1	Q9I6V3_PSEAE	BDLA_PSEAE	bacteria	interacts
PA0179	PA1930	Q9I6V3	Q9I2H4	Q9I6V3_PSEAE	Q9I2H4_PSEAE	bacteria	interacts
PA0179	PA1444	Q9I6V3	Q51466	Q9I6V3_PSEAE	FLIN_PSEAE	bacteria	interacts
PA0179	PA4307	Q9I6V3	Q9HW93	Q9I6V3_PSEAE	PCTC_PSEAE	bacteria	interacts
PA0179	PA4633	Q9I6V3	Q9HVF8	Q9I6V3_PSEAE	Q9HVF8_PSEAE	bacteria	interacts
PA0179	PA2920	Q9I6V3	Q9HZS7	Q9I6V3_PSEAE	Q9HZS7_PSEAE	bacteria	interacts
PA0179	PA4112	Q9I6V3	Q9HWR8	Q9I6V3_PSEAE		bacteria	interacts
PA0179	PA4915	Q9I6V3	Q9HUP8	Q9I6V3_PSEAE	Q9HUP8_PSEAE	bacteria	interacts
PA0179	PA4520	Q9I6V3	Q9HVQ2	Q9I6V3_PSEAE	Q9HVQ2_PSEAE	bacteria	interacts
PA2235	PA2242	Q9I1N4	Q9I1M7	Q9I1N4_PSEAE	Q9I1M7_PSEAE	bacteria	interacts
PA2235	PA2241	Q9I1N4	Q9I1M8	Q9I1N4_PSEAE	Q9I1M8_PSEAE	bacteria	interacts
PA2235	PA2238	Q9I1N4	Q9I1N1	Q9I1N4_PSEAE	Q9I1N1_PSEAE	bacteria	interacts
PA2235	PA2236	Q9I1N4	Q9I1N3	Q9I1N4_PSEAE	Q9I1N3_PSEAE	bacteria	interacts
PA2235	PA2237	Q9I1N4	Q9I1N2	Q9I1N4_PSEAE	Q9I1N2_PSEAE	bacteria	interacts
PA2235	PA2240	Q9I1N4	Q9I1M9	Q9I1N4_PSEAE	Q9I1M9_PSEAE	bacteria	interacts
PA2235	PA2239	Q9I1N4	Q9I1N0	Q9I1N4_PSEAE	Q9I1N0_PSEAE	bacteria	interacts
PA2238	PA2240	Q9I1N1	Q9I1M9	Q9I1N1_PSEAE	Q9I1M9_PSEAE	bacteria	interacts
PA2238	PA2239	Q9I1N1	Q9I1N0	Q9I1N1_PSEAE	Q9I1N0_PSEAE	bacteria	interacts
PA2238	PA2242	Q9I1N1	Q9I1M7	Q9I1N1_PSEAE	Q9I1M7_PSEAE	bacteria	interacts
PA2238	PA2241	Q9I1N1	Q9I1M8	Q9I1N1_PSEAE	Q9I1M8_PSEAE	bacteria	interacts
PA2479	PA2524	Q9I103	Q9I0V9	Q9I103_PSEAE	Q9I0V9_PSEAE	bacteria	interacts
PA2479	PA2480	Q9I103	Q9I102	Q9I103_PSEAE	Q9I102_PSEAE	bacteria	interacts
PA2479	PA2810	Q9I103	Q9I033	Q9I103_PSEAE	Q9I033_PSEAE	bacteria	interacts
PA2479	PA4886	Q9I103	Q9HUS7	Q9I103_PSEAE	Q9HUS7_PSEAE	bacteria	interacts
PA2479	PA4112	Q9I103	Q9HWR8	Q9I103_PSEAE		bacteria	interacts
PA2479	PA2687	Q9I103	Q04804	Q9I103_PSEAE	PFES_PSEAE	bacteria	interacts
PA2479	PA3271	Q9I103	Q9HYX0	Q9I103_PSEAE	Q9HYX0_PSEAE	bacteria	interacts
PA2479	PA3946	Q9I103	Q9HX70	Q9I103_PSEAE	Q9HX70_PSEAE	bacteria	interacts
PA2237	PA2241	Q9I1N2	Q9I1M8	Q9I1N2_PSEAE	Q9I1M8_PSEAE	bacteria	interacts
PA2237	PA3064	Q9I1N2	Q9HZE4	Q9I1N2_PSEAE	Q9HZE4_PSEAE	bacteria	interacts
PA2237	PA2239	Q9I1N2	Q9I1N0	Q9I1N2_PSEAE	Q9I1N0_PSEAE	bacteria	interacts
PA2237	PA2238	Q9I1N2	Q9I1N1	Q9I1N2_PSEAE	Q9I1N1_PSEAE	bacteria	interacts
PA2237	PA2240	Q9I1N2	Q9I1M9	Q9I1N2_PSEAE	Q9I1M9_PSEAE	bacteria	interacts
PA2237	PA3547	Q9I1N2	Q06749	Q9I1N2_PSEAE	ALGL_PSEAE	bacteria	interacts
PA2237	PA2242	Q9I1N2	Q9I1M7	Q9I1N2_PSEAE	Q9I1M7_PSEAE	bacteria	interacts
PA3204	PA3946	Q9HZ36	Q9HX70	Q9HZ36_PSEAE	Q9HX70_PSEAE	bacteria	interacts
PA3204	PA4886	Q9HZ36	Q9HUS7	Q9HZ36_PSEAE	Q9HUS7_PSEAE	bacteria	interacts
PA3204	PA5484	Q9HZ36	Q9HT87	Q9HZ36_PSEAE	Q9HT87_PSEAE	bacteria	interacts
PA3204	PA4112	Q9HZ36	Q9HWR8	Q9HZ36_PSEAE		bacteria	interacts
PA3204	PA5199	Q9HZ36	Q9HTZ0	Q9HZ36_PSEAE	Q9HTZ0_PSEAE	bacteria	interacts
PA3204	PA3271	Q9HZ36	Q9HYX0	Q9HZ36_PSEAE	Q9HYX0_PSEAE	bacteria	interacts
PA5508	PA5522	Q9HT65	Q9HT51	Q9HT65_PSEAE	Q9HT51_PSEAE	bacteria	interacts
PA2239	PA2242	Q9I1N0	Q9I1M7	Q9I1N0_PSEAE	Q9I1M7_PSEAE	bacteria	interacts
PA2239	PA2241	Q9I1N0	Q9I1M8	Q9I1N0_PSEAE	Q9I1M8_PSEAE	bacteria	interacts
PA2239	PA2240	Q9I1N0	Q9I1M9	Q9I1N0_PSEAE	Q9I1M9_PSEAE	bacteria	interacts
PA1390	PA2231	Q9I3V4	Q9I1N8	Q9I3V4_PSEAE	Q9I1N8_PSEAE	bacteria	interacts
PA4781	PA5017	Q9HV27	Q9HUF2	CDPD2_PSEAE	Q9HUF2_PSEAE	bacteria	interacts
PA4781	PA4856	Q9HV27	Q9HUV7	CDPD2_PSEAE	Q9HUV7_PSEAE	bacteria	interacts
PA2360	PA2365	Q9I1B9	Q9I1B4	Q9I1B9_PSEAE	Q9I1B4_PSEAE	bacteria	interacts
PA2360	PA2363	Q9I1B9	Q9I1B6	Q9I1B9_PSEAE	Q9I1B6_PSEAE	bacteria	interacts
PA2360	PA2370	Q9I1B9	Q9I1A9	Q9I1B9_PSEAE	Q9I1A9_PSEAE	bacteria	interacts
PA2360	PA2371	Q9I1B9	Q9I1A8	Q9I1B9_PSEAE	Q9I1A8_PSEAE	bacteria	interacts
PA2360	PA2366	Q9I1B9	Q9I1B3	Q9I1B9_PSEAE	Q9I1B3_PSEAE	bacteria	interacts
PA2360	PA2367	Q9I1B9	Q9I1B2	Q9I1B9_PSEAE	Q9I1B2_PSEAE	bacteria	interacts
PA2360	PA2361	Q9I1B9	Q9I1B8	Q9I1B9_PSEAE	Q9I1B8_PSEAE	bacteria	interacts
PA2480	PA2686	Q9I102	Q04803	Q9I102_PSEAE	PFER_PSEAE	bacteria	interacts
PA2480	PA4983	Q9I102	Q9HUI2	Q9I102_PSEAE	ARUR_PSEAE	bacteria	interacts
PA2480	PA3204	Q9I102	Q9HZ36	Q9I102_PSEAE	Q9HZ36_PSEAE	bacteria	interacts
PA2480	PA5200	Q9I102	Q9HTY9	Q9I102_PSEAE	Q9HTY9_PSEAE	bacteria	interacts
PA2480	PA4885	Q9I102	Q9HUS8	Q9I102_PSEAE	Q9HUS8_PSEAE	bacteria	interacts
PA2480	PA2523	Q9I102	G3XD16	Q9I102_PSEAE	G3XD16_PSEAE	bacteria	interacts
PA2480	PA4101	Q9I102	Q9HWS7	Q9I102_PSEAE	Q9HWS7_PSEAE	bacteria	interacts
PA2480	PA5360	Q9I102	P23620	Q9I102_PSEAE	PHOB_PSEAE	bacteria	interacts
PA2480	PA2809	Q9I102	Q9I034	Q9I102_PSEAE	Q9I034_PSEAE	bacteria	interacts
PA2240	PA2242	Q9I1M9	Q9I1M7	Q9I1M9_PSEAE	Q9I1M7_PSEAE	bacteria	interacts
PA2240	PA4999	Q9I1M9	Q9HUG6	Q9I1M9_PSEAE	PA99_PSEAE	bacteria	interacts
PA2240	PA2241	Q9I1M9	Q9I1M8	Q9I1M9_PSEAE	Q9I1M8_PSEAE	bacteria	interacts
PA2361	PA2366	Q9I1B8	Q9I1B3	Q9I1B8_PSEAE	Q9I1B3_PSEAE	bacteria	interacts
PA2361	PA2365	Q9I1B8	Q9I1B4	Q9I1B8_PSEAE	Q9I1B4_PSEAE	bacteria	interacts
PA2361	PA2363	Q9I1B8	Q9I1B6	Q9I1B8_PSEAE	Q9I1B6_PSEAE	bacteria	interacts
PA2361	PA2371	Q9I1B8	Q9I1A8	Q9I1B8_PSEAE	Q9I1A8_PSEAE	bacteria	interacts
PA2361	PA2367	Q9I1B8	Q9I1B2	Q9I1B8_PSEAE	Q9I1B2_PSEAE	bacteria	interacts
PA2361	PA2370	Q9I1B8	Q9I1A9	Q9I1B8_PSEAE	Q9I1A9_PSEAE	bacteria	interacts
PA3570	PA3925	P28810	G3XD40	MMSA_PSEAE	G3XD40_PSEAE	bacteria	interacts
PA3570	PA3639	P28810	Q9HXZ2	MMSA_PSEAE	ACCA_PSEAE	bacteria	interacts
PA3570	PA4785	P28810	Q9HV23	MMSA_PSEAE	Q9HV23_PSEAE	bacteria	interacts
PA4785	PA4980	Q9HV23	Q9HUI5	Q9HV23_PSEAE	Q9HUI5_PSEAE	bacteria	interacts
PA4301	PA4305	Q9HW99	Q9HW95	Q9HW99_PSEAE	Q9HW95_PSEAE	bacteria	interacts
PA4301	PA4302	Q9HW99	Q9HW98	Q9HW99_PSEAE	Q9HW98_PSEAE	bacteria	interacts
PA4301	PA4303	Q9HW99	Q9HW97	Q9HW99_PSEAE	Q9HW97_PSEAE	bacteria	interacts
PA4301	PA4304	Q9HW99	Q9HW96	Q9HW99_PSEAE	Q9HW96_PSEAE	bacteria	interacts
PA2001	PA3570	Q9I2A8	P28810	ATOB_PSEAE	MMSA_PSEAE	bacteria	interacts
PA2001	PA2002	Q9I2A8	Q9I2A7	ATOB_PSEAE	Q9I2A7_PSEAE	bacteria	interacts
PA1032		Q9I4U2		QUIP_PSEAE		bacteria	interacts
PA2363	PA2365	Q9I1B6	Q9I1B4	Q9I1B6_PSEAE	Q9I1B4_PSEAE	bacteria	interacts
PA2363	PA2370	Q9I1B6	Q9I1A9	Q9I1B6_PSEAE	Q9I1A9_PSEAE	bacteria	interacts
PA2363	PA2367	Q9I1B6	Q9I1B2	Q9I1B6_PSEAE	Q9I1B2_PSEAE	bacteria	interacts
PA2363	PA2366	Q9I1B6	Q9I1B3	Q9I1B6_PSEAE	Q9I1B3_PSEAE	bacteria	interacts
PA4544	PA4545	P33640	P33641	RLUD_PSEAE	BAMD_PSEAE	bacteria	interacts
PA4544	PA4568	P33640	Q9HVL6	RLUD_PSEAE	RL21_PSEAE	bacteria	interacts
PA5511	PA5512	Q9HT62	Q9HT61	Q9HT62_PSEAE	Q9HT61_PSEAE	bacteria	interacts
PA4302	PA4303	Q9HW98	Q9HW97	Q9HW98_PSEAE	Q9HW97_PSEAE	bacteria	interacts
PA4302	PA4305	Q9HW98	Q9HW95	Q9HW98_PSEAE	Q9HW95_PSEAE	bacteria	interacts
PA4302	PA4306	Q9HW98	Q9HW94	Q9HW98_PSEAE	Q9HW94_PSEAE	bacteria	interacts
PA4302	PA4304	Q9HW98	Q9HW96	Q9HW98_PSEAE	Q9HW96_PSEAE	bacteria	interacts
PA2366	PA2370	Q9I1B3	Q9I1A9	Q9I1B3_PSEAE	Q9I1A9_PSEAE	bacteria	interacts
PA2366	PA2367	Q9I1B3	Q9I1B2	Q9I1B3_PSEAE	Q9I1B2_PSEAE	bacteria	interacts
PA2366	PA2371	Q9I1B3	Q9I1A8	Q9I1B3_PSEAE	Q9I1A8_PSEAE	bacteria	interacts
PA4300	PA4303	Q9HWA0	Q9HW97	Q9HWA0_PSEAE	Q9HW97_PSEAE	bacteria	interacts
PA4300	PA4301	Q9HWA0	Q9HW99	Q9HWA0_PSEAE	Q9HW99_PSEAE	bacteria	interacts
PA4300	PA4306	Q9HWA0	Q9HW94	Q9HWA0_PSEAE	Q9HW94_PSEAE	bacteria	interacts
PA4300	PA4302	Q9HWA0	Q9HW98	Q9HWA0_PSEAE	Q9HW98_PSEAE	bacteria	interacts
PA4300	PA4305	Q9HWA0	Q9HW95	Q9HWA0_PSEAE	Q9HW95_PSEAE	bacteria	interacts
PA4300	PA4304	Q9HWA0	Q9HW96	Q9HWA0_PSEAE	Q9HW96_PSEAE	bacteria	interacts
PA2365	PA2367	Q9I1B4	Q9I1B2	Q9I1B4_PSEAE	Q9I1B2_PSEAE	bacteria	interacts
PA2365	PA2371	Q9I1B4	Q9I1A8	Q9I1B4_PSEAE	Q9I1A8_PSEAE	bacteria	interacts
PA2365	PA2370	Q9I1B4	Q9I1A9	Q9I1B4_PSEAE	Q9I1A9_PSEAE	bacteria	interacts
PA2365	PA2366	Q9I1B4	Q9I1B3	Q9I1B4_PSEAE	Q9I1B3_PSEAE	bacteria	interacts
PA4542	PA4761	Q9HVN5	Q9HV43	CLPB_PSEAE	DNAK_PSEAE	bacteria	interacts
PA1397	PA3946	Q9I3U7	Q9HX70	Q9I3U7_PSEAE	Q9HX70_PSEAE	bacteria	interacts
PA1397	PA2899	Q9I3U7	Q9HZU8	Q9I3U7_PSEAE	Q9HZU8_PSEAE	bacteria	interacts
PA1397	PA3878	Q9I3U7	G3XD66	Q9I3U7_PSEAE	G3XD66_PSEAE	bacteria	interacts
PA4305	PA4306	Q9HW95	Q9HW94	Q9HW95_PSEAE	Q9HW94_PSEAE	bacteria	interacts
PA1158	PA3204	Q9I4H9	Q9HZ36	Q9I4H9_PSEAE	Q9HZ36_PSEAE	bacteria	interacts
PA1158	PA4983	Q9I4H9	Q9HUI2	Q9I4H9_PSEAE	ARUR_PSEAE	bacteria	interacts
PA1158	PA5364	Q9I4H9	Q9HTJ6	Q9I4H9_PSEAE	Q9HTJ6_PSEAE	bacteria	interacts
PA1158	PA1799	Q9I4H9	Q9I2U3	Q9I4H9_PSEAE	Q9I2U3_PSEAE	bacteria	interacts
PA1158	PA2686	Q9I4H9	Q04803	Q9I4H9_PSEAE	PFER_PSEAE	bacteria	interacts
PA1158	PA5360	Q9I4H9	P23620	Q9I4H9_PSEAE	PHOB_PSEAE	bacteria	interacts
PA1158	PA4101	Q9I4H9	Q9HWS7	Q9I4H9_PSEAE	Q9HWS7_PSEAE	bacteria	interacts
PA0189		Q9I6U5		Q9I6U5_PSEAE		bacteria	interacts
PA4547	PA5040	Q00934	P34750	PILR_PSEAE	PILQ_PSEAE	bacteria	interacts
PA4547	PA4550	Q00934	G3XCZ0	PILR_PSEAE	G3XCZ0_PSEAE	bacteria	interacts
PA4547	PA5261	Q00934	P26275	PILR_PSEAE	ALGR_PSEAE	bacteria	interacts
PA3217	PA3807	Q9HZ23	Q59636	Q9HZ23_PSEAE	NDK_PSEAE	bacteria	interacts
PA3217	PA4047	Q9HZ23	Q9HWY1	Q9HZ23_PSEAE	RIBA_PSEAE	bacteria	interacts
PA3217	PA4959	Q9HZ23	Q9HUK6	Q9HZ23_PSEAE	Q9HUK6_PSEAE	bacteria	interacts
PA3217	PA4969	Q9HZ23	Q9HUJ6	Q9HZ23_PSEAE	Q9HUJ6_PSEAE	bacteria	interacts
PA1157	PA1798	Q9I4I0	Q9I2U4	Q9I4I0_PSEAE	Q9I2U4_PSEAE	bacteria	interacts
PA1157	PA2524	Q9I4I0	Q9I0V9	Q9I4I0_PSEAE	Q9I0V9_PSEAE	bacteria	interacts
PA1157	PA1243	Q9I4I0	Q9I495	Q9I4I0_PSEAE		bacteria	interacts
PA1157	PA5484	Q9I4I0	Q9HT87	Q9I4I0_PSEAE	Q9HT87_PSEAE	bacteria	interacts
PA1157	PA2810	Q9I4I0	Q9I033	Q9I4I0_PSEAE	Q9I033_PSEAE	bacteria	interacts
PA1157	PA2480	Q9I4I0	Q9I102	Q9I4I0_PSEAE	Q9I102_PSEAE	bacteria	interacts
PA1157	PA5361	Q9I4I0	P23621	Q9I4I0_PSEAE	PHOR_PSEAE	bacteria	interacts
PA1157	PA3946	Q9I4I0	Q9HX70	Q9I4I0_PSEAE	Q9HX70_PSEAE	bacteria	interacts
PA1157	PA1158	Q9I4I0	Q9I4H9	Q9I4I0_PSEAE	Q9I4H9_PSEAE	bacteria	interacts
PA1157	PA3271	Q9I4I0	Q9HYX0	Q9I4I0_PSEAE	Q9HYX0_PSEAE	bacteria	interacts
PA1157	PA2687	Q9I4I0	Q04804	Q9I4I0_PSEAE	PFES_PSEAE	bacteria	interacts
PA1157	PA4112	Q9I4I0	Q9HWR8	Q9I4I0_PSEAE		bacteria	interacts
PA1157	PA1438	Q9I4I0	Q9I3Q9	Q9I4I0_PSEAE	Q9I3Q9_PSEAE	bacteria	interacts
PA1157	PA4886	Q9I4I0	Q9HUS7	Q9I4I0_PSEAE	Q9HUS7_PSEAE	bacteria	interacts
PA1157	PA1976	Q9I4I0	Q9I2C9	Q9I4I0_PSEAE	Q9I2C9_PSEAE	bacteria	interacts
PA2367	PA2371	Q9I1B2	Q9I1A8	Q9I1B2_PSEAE	Q9I1A8_PSEAE	bacteria	interacts
PA2367	PA2370	Q9I1B2	Q9I1A9	Q9I1B2_PSEAE	Q9I1A9_PSEAE	bacteria	interacts
PA4548	PA4991	P33642	Q9HUH4	GLYOX_PSEAE	Y4991_PSEAE	bacteria	interacts
PA4545	PA5568	P33641	Q9HT06	BAMD_PSEAE	YIDC_PSEAE	bacteria	interacts
PA4303	PA4306	Q9HW97	Q9HW94	Q9HW97_PSEAE	Q9HW94_PSEAE	bacteria	interacts
PA4303	PA4305	Q9HW97	Q9HW95	Q9HW97_PSEAE	Q9HW95_PSEAE	bacteria	interacts
PA4303	PA4304	Q9HW97	Q9HW96	Q9HW97_PSEAE	Q9HW96_PSEAE	bacteria	interacts
PA2128	PA4084	Q9I1Y7	Q9HWU4	Q9I1Y7_PSEAE	Q9HWU4_PSEAE	bacteria	interacts
PA2128	PA2130	Q9I1Y7	Q9I1Y5	Q9I1Y7_PSEAE	Q9I1Y5_PSEAE	bacteria	interacts
PA2128	PA2132	Q9I1Y7	Q9I1Y3	Q9I1Y7_PSEAE	Q9I1Y3_PSEAE	bacteria	interacts
PA2128	PA4083	Q9I1Y7	Q9HWU5	Q9I1Y7_PSEAE	Q9HWU5_PSEAE	bacteria	interacts
PA2128	PA4085	Q9I1Y7	Q9HWU3	Q9I1Y7_PSEAE	Q9HWU3_PSEAE	bacteria	interacts
PA2128	PA2129	Q9I1Y7	Q9I1Y6	Q9I1Y7_PSEAE	Q9I1Y6_PSEAE	bacteria	interacts
PA2128	PA2131	Q9I1Y7	Q9I1Y4	Q9I1Y7_PSEAE	Q9I1Y4_PSEAE	bacteria	interacts
PA2128	PA4086	Q9I1Y7	Q9HWU2	Q9I1Y7_PSEAE	Q9HWU2_PSEAE	bacteria	interacts
PA2128	PA4081	Q9I1Y7	Q9HWU7	Q9I1Y7_PSEAE	Q9HWU7_PSEAE	bacteria	interacts
PA4546	PA5040	P33639	P34750	PILS_PSEAE	PILQ_PSEAE	bacteria	interacts
PA4546	PA4547	P33639	Q00934	PILS_PSEAE	PILR_PSEAE	bacteria	interacts
PA4546	PA5261	P33639	P26275	PILS_PSEAE	ALGR_PSEAE	bacteria	interacts
PA4546	PA4551	P33639	G3XD84	PILS_PSEAE	G3XD84_PSEAE	bacteria	interacts
PA4546	PA4549	P33639	Q9HVN0	PILS_PSEAE	Q9HVN0_PSEAE	bacteria	interacts
PA4304	PA4306	Q9HW96	Q9HW94	Q9HW96_PSEAE	Q9HW94_PSEAE	bacteria	interacts
PA4304	PA4305	Q9HW96	Q9HW95	Q9HW96_PSEAE	Q9HW95_PSEAE	bacteria	interacts
PA4309	PA4310	G3XD24	Q9HW91	PCTA_PSEAE	PCTB_PSEAE	bacteria	interacts
PA4309	PA4633	G3XD24	Q9HVF8	PCTA_PSEAE	Q9HVF8_PSEAE	bacteria	interacts
PA2129	PA5284	Q9I1Y6	Q9HTS0	Q9I1Y6_PSEAE	Q9HTS0_PSEAE	bacteria	interacts
PA2129	PA4652	Q9I1Y6	Q9HVE0	Q9I1Y6_PSEAE	Q9HVE0_PSEAE	bacteria	interacts
PA2129	PA2133	Q9I1Y6	Q9I1Y2	Q9I1Y6_PSEAE	Q9I1Y2_PSEAE	bacteria	interacts
PA2129	PA2131	Q9I1Y6	Q9I1Y4	Q9I1Y6_PSEAE	Q9I1Y4_PSEAE	bacteria	interacts
PA2129	PA4086	Q9I1Y6	Q9HWU2	Q9I1Y6_PSEAE	Q9HWU2_PSEAE	bacteria	interacts
PA2129	PA4084	Q9I1Y6	Q9HWU4	Q9I1Y6_PSEAE	Q9HWU4_PSEAE	bacteria	interacts
PA2129	PA2132	Q9I1Y6	Q9I1Y3	Q9I1Y6_PSEAE	Q9I1Y3_PSEAE	bacteria	interacts
PA2129	PA2130	Q9I1Y6	Q9I1Y5	Q9I1Y6_PSEAE	Q9I1Y5_PSEAE	bacteria	interacts
PA4549	PA4550	Q9HVN0	G3XCZ0	Q9HVN0_PSEAE	G3XCZ0_PSEAE	bacteria	interacts
PA4549	PA4552	Q9HVN0	G3XD15	Q9HVN0_PSEAE	G3XD15_PSEAE	bacteria	interacts
PA4549	PA4551	Q9HVN0	G3XD84	Q9HVN0_PSEAE	G3XD84_PSEAE	bacteria	interacts
PA4549	PA4553	Q9HVN0	Q9HVM9	Q9HVN0_PSEAE	Q9HVM9_PSEAE	bacteria	interacts
PA4549	PA5040	Q9HVN0	P34750	Q9HVN0_PSEAE	PILQ_PSEAE	bacteria	interacts
PA4549	PA4555	Q9HVN0	G3XD55	Q9HVN0_PSEAE	G3XD55_PSEAE	bacteria	interacts
PA4549	PA4554	Q9HVN0	Q9HVM8	Q9HVN0_PSEAE	PILY1_PSEAE	bacteria	interacts
PA4429	PA4430	Q9HVY6	Q9HVY5	Q9HVY6_PSEAE	Q9HVY5_PSEAE	bacteria	interacts
PA4429	PA5559	Q9HVY6	Q9HT15	Q9HVY6_PSEAE	ATPL_PSEAE	bacteria	interacts
PA4429	PA5490	Q9HVY6	P00106	Q9HVY6_PSEAE	CYC4_PSEAE	bacteria	interacts
PA4429	PA5300	Q9HVY6	Q9HTQ4	Q9HVY6_PSEAE	Q9HTQ4_PSEAE	bacteria	interacts
